device_id,user_id,device_type,capacity,max_power,efficiency,initial_state,param1,param2,param3,can_interrupt,priority
heatpump_6_4,user_6_4,heat_pump,0.0,4.4,3.8,21.0,18.0,26.0,0.11,1,4
heatpump_6_5,user_6_5,heat_pump,0.0,4.0,4.0,20.6,18.0,26.0,0.09,1,4
heatpump_6_6,user_6_6,heat_pump,0.0,5.4,4.2,20.1,18.0,26.0,0.11,1,4
heatpump_6_7,user_6_7,heat_pump,0.0,4.8,3.7,20.9,18.0,26.0,0.09,1,4
heatpump_6_8,user_6_8,heat_pump,0.0,5.4,3.9,21.2,18.0,26.0,0.1,1,4
heatpump_7_1,user_7_1,heat_pump,0.0,5.5,3.6,21.0,18.0,26.0,0.07,1,4
heatpump_7_10,user_7_10,heat_pump,0.0,4.0,4.1,21.4,18.0,26.0,0.11,1,4
heatpump_7_2,user_7_2,heat_pump,0.0,5.0,4.4,20.8,18.0,26.0,0.09,1,4
heatpump_7_3,user_7_3,heat_pump,0.0,4.4,4.3,20.6,18.0,26.0,0.1,1,4
heatpump_7_4,user_7_4,heat_pump,0.0,5.0,3.5,20.9,18.0,26.0,0.08,1,4
heatpump_7_5,user_7_5,heat_pump,0.0,4.4,4.0,20.6,18.0,26.0,0.08,1,4
heatpump_7_6,user_7_6,heat_pump,0.0,5.2,4.4,20.9,18.0,26.0,0.08,1,4
heatpump_7_7,user_7_7,heat_pump,0.0,3.9,4.1,21.4,18.0,26.0,0.08,1,4
heatpump_7_8,user_7_8,heat_pump,0.0,4.9,4.1,20.2,18.0,26.0,0.1,1,4
heatpump_7_9,user_7_9,heat_pump,0.0,3.9,4.0,21.0,18.0,26.0,0.08,1,4
heatpump_8_1,user_8_1,heat_pump,0.0,5.4,3.6,21.0,18.0,26.0,0.09,1,4
heatpump_8_2,user_8_2,heat_pump,0.0,3.8,3.8,21.4,18.0,26.0,0.08,1,4
heatpump_8_3,user_8_3,heat_pump,0.0,5.1,3.7,21.5,18.0,26.0,0.08,1,4
heatpump_8_4,user_8_4,heat_pump,0.0,4.3,4.2,20.8,18.0,26.0,0.09,1,4
heatpump_8_5,user_8_5,heat_pump,0.0,5.1,4.0,21.0,18.0,26.0,0.11,1,4
heatpump_8_6,user_8_6,heat_pump,0.0,4.9,4.0,20.2,18.0,26.0,0.08,1,4
heatpump_9_1,user_9_1,heat_pump,0.0,5.0,4.1,21.4,18.0,26.0,0.1,1,4
heatpump_9_10,user_9_10,heat_pump,0.0,4.1,3.9,20.8,18.0,26.0,0.1,1,4
heatpump_9_2,user_9_2,heat_pump,0.0,3.9,3.8,21.1,18.0,26.0,0.11,1,4
heatpump_9_3,user_9_3,heat_pump,0.0,4.8,4.2,21.2,18.0,26.0,0.08,1,4
heatpump_9_4,user_9_4,heat_pump,0.0,4.2,4.4,21.2,18.0,26.0,0.11,1,4
heatpump_9_5,user_9_5,heat_pump,0.0,4.1,4.1,20.9,18.0,26.0,0.09,1,4
heatpump_9_6,user_9_6,heat_pump,0.0,5.1,4.2,20.8,18.0,26.0,0.09,1,4
heatpump_9_7,user_9_7,heat_pump,0.0,4.1,3.7,20.9,18.0,26.0,0.1,1,4
heatpump_9_8,user_9_8,heat_pump,0.0,3.9,3.9,20.6,18.0,26.0,0.11,1,4
heatpump_9_9,user_9_9,heat_pump,0.0,5.0,4.0,20.2,18.0,26.0,0.07,1,4
pv_10_1,user_10_1,pv,0.0,6.6,0.2,0.0,27.3,188.2,29.8,0,1
pv_10_10,user_10_10,pv,0.0,5.6,0.21,0.0,27.1,177.6,30.5,0,1
pv_10_2,user_10_2,pv,0.0,5.4,0.2,0.0,27.3,170.3,36.4,0,1
pv_10_6,user_10_6,pv,0.0,6.5,0.18,0.0,32.8,177.2,37.0,0,1
pv_1_2,user_1_2,pv,0.0,5.8,0.2,0.0,27.4,165.2,28.1,0,1
pv_1_6,user_1_6,pv,0.0,6.1,0.2,0.0,27.5,165.8,36.2,0,1
pv_2_1,user_2_1,pv,0.0,6.1,0.18,0.0,28.2,171.5,37.2,0,1
pv_2_10,user_2_10,pv,0.0,6.6,0.19,0.0,27.4,166.9,37.1,0,1
pv_2_4,user_2_4,pv,0.0,6.7,0.2,0.0,33.1,175.3,36.1,0,1
pv_2_6,user_2_6,pv,0.0,6.1,0.21,0.0,30.0,178.3,30.3,0,1
pv_4_1,user_4_1,pv,0.0,6.0,0.21,0.0,34.3,174.3,31.0,0,1
pv_4_11,user_4_11,pv,0.0,6.1,0.19,0.0,28.2,173.2,30.6,0,1
pv_4_3,user_4_3,pv,0.0,6.0,0.21,0.0,29.1,174.9,30.5,0,1
pv_4_4,user_4_4,pv,0.0,6.8,0.17,0.0,33.5,181.9,35.7,0,1
pv_4_7,user_4_7,pv,0.0,6.4,0.2,0.0,34.8,166.3,31.2,0,1
pv_4_8,user_4_8,pv,0.0,6.7,0.2,0.0,33.0,182.8,30.8,0,1
pv_5_3,user_5_3,pv,0.0,6.6,0.2,0.0,33.9,184.0,27.1,0,1
pv_5_7,user_5_7,pv,0.0,5.8,0.2,0.0,34.9,170.6,34.2,0,1
pv_6_5,user_6_5,pv,0.0,6.5,0.19,0.0,32.2,182.1,29.1,0,1
pv_6_7,user_6_7,pv,0.0,6.6,0.19,0.0,33.0,168.5,37.9,0,1
pv_7_10,user_7_10,pv,0.0,6.7,0.18,0.0,27.8,168.7,28.3,0,1
pv_9_1,user_9_1,pv,0.0,5.6,0.2,0.0,31.0,167.5,37.8,0,1
pv_9_10,user_9_10,pv,0.0,6.5,0.22,0.0,32.1,177.3,28.0,0,1
pv_9_4,user_9_4,pv,0.0,5.2,0.2,0.0,27.1,178.2,29.3,0,1
pv_9_7,user_9_7,pv,0.0,5.3,0.18,0.0,28.9,185.9,30.7,0,1
pv_9_8,user_9_8,pv,0.0,6.2,0.2,0.0,31.9,177.1,31.9,0,1
pv_9_9,user_9_9,pv,0.0,6.0,0.19,0.0,33.3,179.1,36.3,0,1
